Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
1PLIKÉ140,CANADA,spotify:track:6sutxiq0dIw77z0rCB3Ekk,80,0.553,0.817,0.51,1.03e-05,1,0.104,-7.306,1,0.382,156.085,0.59
"Gradur, Franglish",Trucs de choses,spotify:track:3IR9wKWxI0TK1DLXvZq8uQ,80,0.323,0.54,0.577,0,9,0.265,-4.733,0,0.189,96.657,0.634
menace Santana,MaDrug,spotify:track:6Mxsg88vEWwurUPjVtpRyQ,80,0.0226,0.432,0.664,0.000175,10,0.259,-8.02,0,0.273,80.421,0.6
Kerchak,Calme toi,spotify:track:30d0q6kt1BIfwAQUCAfxVQ,80,0.137,0.755,0.713,3.43e-06,8,0.283,-8.895,1,0.436,167.043,0.723
Gazo,BECTE,spotify:track:0Fqpx84jq1cK3pDtPvTFyM,78,0.318,0.845,0.632,0.00354,1,0.121,-6.416,0,0.142,154.045,0.516
Aime Simone,Shining Light,spotify:track:3PqAQRlPl0yOnqqcB6Y5Cw,78,0.2,0.661,0.425,0,4,0.104,-11.185,0,0.0372,115.923,0.252
Werenoi,Vroum Vroum,spotify:track:5eyeexCqXt6SqTcRx7eBWz,78,0.0231,0.853,0.571,0.00601,1,0.071,-6.082,0,0.0498,118.021,0.154
Freeze corleone,Freeze Raël,spotify:track:6DPrYPPGYK218iVIZDix3i,78,0.375,0.645,0.545,2.32e-05,11,0.106,-10.675,0,0.0511,137.09,0.0379
Maes,Fetty Wap,spotify:track:4eCQd00uuhXtzgYRS4qW5C,78,0.294,0.916,0.619,2e-06,9,0.0869,-4.893,1,0.311,129.975,0.564
"PLK, Hamza",Pilote (feat. Hamza),spotify:track:12GV2Wr4p1hBWQCrQcVsew,76,0.217,0.844,0.562,0.000636,2,0.114,-7.744,0,0.137,94.976,0.574
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),spotify:track:38T0tPVZHcPZyhtOcCP7pF,76,0.148,0.637,0.715,0,2,0.0892,-4.971,0,0.0455,141.872,0.308
Olivia Rodrigo,good 4 u,spotify:track:4ZtFanR9U6ndgddUvNcjcG,76,0.335,0.563,0.664,0,9,0.0849,-5.044,1,0.154,166.928,0.688
Beyoncé,CUFF IT,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,76,0.0368,0.78,0.689,9.69e-06,7,0.0698,-5.668,1,0.141,115.042,0.642
"Laylow, Damso",R9R-LINE (feat. Damso),spotify:track:4QoZVMhE66MDCd0igG0hd6,76,0.221,0.776,0.737,0,5,0.182,-6.463,0,0.293,123.998,0.733
Ayra Starr,Rush,spotify:track:1xs8bOvm3IzEYmcLJVOc34,76,0.0369,0.792,0.503,0.00057,1,0.0959,-8.044,1,0.0626,99.97,0.381
Miley Cyrus,Flowers,spotify:track:7DSAEUvxU8FajXtRloy8M0,76,0.0584,0.706,0.691,6.99e-05,0,0.0232,-4.775,1,0.0633,118.048,0.632
Juliette Armanet,Le Dernier Jour du Disco,spotify:track:2Yu8DEe4uc8ApN7t7q0P4s,76,0.257,0.625,0.895,1.14e-05,7,0.0626,-3.282,0,0.0527,141.97,0.44
"GAULOIS, Ninho",Jolie (feat. Ninho),spotify:track:16FTTvpIgihyei3EBNw1jd,76,0.141,0.717,0.686,0,1,0.208,-6.388,0,0.0483,134.067,0.653
Gazo,MOLLY - A COLORS SHOW,spotify:track:6KNw3UKRp3QRsO7Cf4ASVE,76,0.476,0.787,0.827,0.00071,1,0.135,-6.441,1,0.13,145.072,0.657
"Gabry Ponte, LUM!X, Prezioso",Thunder,spotify:track:2USlegnFJLrVLpoVfPimKB,76,0.0342,0.67,0.896,3.21e-05,1,0.344,-4.673,1,0.058,101.216,0.403
Aya Nakamura,Baby,spotify:track:3xrZCGMyXIDqesVz4QwJOL,74,0.065,0.841,0.466,0,0,0.0898,-8.386,1,0.203,110.056,0.744
DTF,Me Gusta,spotify:track:6P3FBaZfUjeWYExU2ShaPZ,74,0.413,0.834,0.734,4.01e-05,6,0.113,-5.948,0,0.341,89.989,0.356
Harry Styles,Watermelon Sugar,spotify:track:6UelLqGlWMcVH1E5c4H7lY,74,0.122,0.548,0.816,0,0,0.335,-4.209,1,0.0465,95.39,0.557
A2h,Le cœur des filles,spotify:track:1OiRfikDzsqgU5oreSXl6R,74,0.441,0.761,0.649,7.39e-05,1,0.102,-6.037,1,0.0352,140.071,0.231
"Grand Corps Malade, Kimberose",Nos plus belles années,spotify:track:4sj5kQSCaReEoniDPGy57o,74,0.319,0.616,0.624,0,7,0.101,-6.413,0,0.052,109.846,0.401
Nuit Incolore,Dépassé,spotify:track:5bOWPM362XpMa8zn6UR9te,74,0.365,0.626,0.569,0,0,0.151,-7.971,0,0.0457,76.992,0.419
Djadja & Dinaz,Seuls,spotify:track:3J5CNgFBHzS75oYVv9zbDc,74,0.305,0.509,0.412,4.1e-06,3,0.0878,-7.951,0,0.135,110.075,0.386
Måneskin,Beggin',spotify:track:3Wrjm47oTz2sjIgck11l5e,74,0.127,0.714,0.8,0,11,0.359,-4.808,0,0.0504,134.002,0.589
"Dadju, Anitta",Mon soleil,spotify:track:2Dv1CPIgX29t816ZLscdB2,74,0.129,0.656,0.718,0,2,0.0726,-6.482,0,0.202,176.27,0.665
Kungs,Clap Your Hands,spotify:track:6jcfITWcR5egvbD4fsGayr,74,0.0507,0.878,0.875,3.42e-05,1,0.356,-4.923,1,0.0658,124.006,0.84
"Ofenbach, Ella Henderson",Hurricane,spotify:track:0iVkWge9ytV4Scgy2hQ2za,72,0.225,0.56,0.851,2.9e-06,2,0.177,-2.851,0,0.0486,125.947,0.461
RIDSA,Santa Maria,spotify:track:3wfQEIvOfeVkXgGZogK3gL,72,0.408,0.664,0.656,0,7,0.246,-7.089,1,0.0399,169.978,0.562
Libianca,People,spotify:track:26b3oVLrRUaaybJulow9kz,72,0.551,0.573,0.422,1.31e-05,10,0.102,-7.621,0,0.0678,124.357,0.693
Damso,911,spotify:track:2DOc7EJutpU8OrBHV6RABG,72,0.0894,0.685,0.706,0.0287,11,0.0986,-7.02,0,0.0545,155.989,0.64
"SCH, Jul",Mode Akimbo (feat. Jul),spotify:track:7qezIDRM0E3WTW1lWxItug,72,0.0717,0.875,0.848,0.000613,11,0.0828,-5.859,0,0.158,122.983,0.577
Imagine Dragons,Follow You,spotify:track:375kzpRydDdOxOSCGMK53b,72,0.00197,0.544,0.732,5.06e-05,9,0.486,-5.984,1,0.0524,124.875,0.45
Ashh,Motel,spotify:track:5gJTFGsEWpjma28XdJbkWP,72,0.217,0.393,0.627,0.0102,9,0.103,-10.743,0,0.0537,92.937,0.0966
"Bigflo & Oli, Julien Doré",Coup de vieux,spotify:track:63siBeZzxXVaY0uASns1V2,72,0.0729,0.834,0.624,0,9,0.106,-8.565,0,0.0838,115.981,0.831
Slimane,La recette,spotify:track:1hlHyt8OJfKU1g8g7rZxxb,72,0.251,0.725,0.647,0,7,0.21,-6.281,0,0.0717,95.963,0.378
Harley,Supalife 4,spotify:track:0tCawDFGC71YFz5K0nB8Sy,70,0.0541,0.897,0.483,0.86,2,0.0479,-5.642,1,0.124,124.016,0.227
Orelsan,Du propre,spotify:track:17gkoi8EGPO1XssTOYK5ki,70,0.0217,0.834,0.693,0,8,0.183,-8.281,1,0.294,149.952,0.358
"Zola, Tiakola",TOUTE LA JOURNÉE (feat. Tiakola),spotify:track:5pRqB6LtU8adyhgPGtklMY,70,0.412,0.793,0.536,0,9,0.121,-7.497,0,0.0707,140.09,0.803
"Fireboy DML, Ed Sheeran",Peru,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,70,0.572,0.956,0.417,0.00071,7,0.0782,-7.892,0,0.0926,108.015,0.714
Alonzo,TRAFICANTE,spotify:track:3mTOTW2KnH9pJlpy5o3cJK,70,0.045,0.785,0.834,0,5,0.0777,-6.336,0,0.0658,133.945,0.686
"Werenoi, Ninho",3 singes,spotify:track:57JhjU33uXlZtmr2Dsk8TX,68,0.353,0.467,0.732,8.74e-05,0,0.095,-7.08,0,0.231,96.006,0.481
Jul,J'oublie tout,spotify:track:0SKNkEMV313mE6oYsgVCgm,68,0.108,0.959,0.658,6.81e-05,0,0.0979,-6.222,0,0.0573,119.998,0.691
Angèle,Libre,spotify:track:5h9OvsTeNydBaZp7swQubV,68,0.37,0.786,0.695,0,9,0.233,-6.474,0,0.0284,125.992,0.816
Damso,N. J Respect R,spotify:track:539zyjwDE87Cjp1mzRN8H7,68,0.452,0.75,0.432,0.000513,6,0.107,-8.06,0,0.0855,127.056,0.276
"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),spotify:track:0NZPBYD5qbEWRs3PrGiRkT,68,0.011,0.712,0.463,2.96e-06,2,0.301,-7.399,1,0.0797,131.199,0.206
Ninho,Zipette,spotify:track:1Lulg5ZiMEXy3QNwb1PB8I,66,0.371,0.743,0.757,0,3,0.0988,-6.889,0,0.272,192.018,0.72
"Soolking, Gazo",Casanova,spotify:track:30D9x5LFgL2o9xidjX2wtE,66,0.677,0.801,0.832,2.86e-05,7,0.117,-4.579,0,0.208,132.044,0.758
"Kim, Gazo",Love & Lové,spotify:track:3QZ0iZsciyfyQfV0qEQgLI,66,0.487,0.769,0.651,0,8,0.0868,-5.625,0,0.0949,140.058,0.448
"Naza, Niska",Joli bébé,spotify:track:1J4oMIhWDUd9cI1urhEyjl,66,0.586,0.689,0.623,0,1,0.103,-7.206,0,0.129,154.95,0.26
menace Santana,Guapman,spotify:track:3UizQJoEShTLDSUUByJLDr,66,0.324,0.865,0.446,0.00024,5,0.132,-9.836,1,0.352,159.927,0.772
Imagine Dragons,Wrecked,spotify:track:0gLFuoDun2yzBp67btvQU3,66,0.149,0.625,0.562,1.67e-05,0,0.109,-5.828,0,0.0289,93.998,0.229
SCH,Je la connais,spotify:track:2bNtWTLdqUGhLZqWUGPNvK,66,0.48,0.844,0.683,0.00778,2,0.0851,-6.496,1,0.043,132.018,0.327
Djadja & Dinaz,Manège,spotify:track:5r6vHUbL1k7wNXm1yGtXaW,66,0.229,0.887,0.638,5.5e-06,1,0.255,-4.526,1,0.165,125.017,0.665
"Doja Cat, SZA",Kiss Me More (feat. SZA),spotify:track:3DarAbFujv6eYNliUTyqtz,66,0.259,0.764,0.705,8.92e-05,8,0.12,-3.463,1,0.0284,110.97,0.781
Green Montana,FUM22 NOCIVE,spotify:track:3v9eCrcYmTjYjy68TWHj5b,66,0.562,0.871,0.401,0,1,0.0929,-10.158,0,0.377,140.141,0.766
"Naps, Gazo",Vamos,spotify:track:5QowMIujytktMDC8pktNXH,66,0.203,0.814,0.817,0,11,0.152,-5.456,0,0.206,139.955,0.768
"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),spotify:track:37BZB0z9T8Xu7U3e65qxFy,66,0.0215,0.65,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,0.593
Kate Bush,Running Up That Hill (A Deal With God),spotify:track:75FEaRjZTKLhTrFGsfMUXR,66,0.72,0.629,0.547,0.00314,10,0.0604,-13.123,0,0.055,108.375,0.197
"Hamza, Damso",Nocif,spotify:track:4BZZTXcd5ROagKhynqj61X,66,0.0318,0.844,0.55,0.00117,11,0.107,-7.903,0,0.0882,121.971,0.788
"Swedish House Mafia, The Weeknd",Moth To A Flame (with The Weeknd),spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,64,0.0027,0.553,0.659,0,8,0.105,-7.295,1,0.0391,120.146,0.105
"Niro, ElGrandeToto",Qui sait ? (feat. ElGrandeToto),spotify:track:3ejjmzEsUfObGdmmQRVmM2,64,0.712,0.534,0.624,0.000132,1,0.112,-6.406,0,0.116,87.786,0.642
Fresh,Chop - Nouvelle École,spotify:track:1NEL5O5FotR1OyPQyvlMag,64,0.431,0.77,0.802,1.16e-06,3,0.518,-6.545,0,0.669,142.763,0.48
"Bolémvn, Guy2Bezbar",Ça canarde,spotify:track:7r9KkTYiFYMuNcGR4aySxh,64,0.167,0.757,0.743,0,6,0.266,-5.983,0,0.281,150.119,0.605
Angèle,Bruxelles je t’aime,spotify:track:0iqk44gA8PaId0Fwa6eesN,64,0.104,0.74,0.567,0,0,0.237,-8.025,1,0.036,107.998,0.497
"Sasso, Kaza",Elle veut,spotify:track:6YC6zgdJog4gw0y2IyfRmR,64,0.385,0.669,0.537,0,4,0.175,-8.833,0,0.0885,134.919,0.343
Djadja & Dinaz,J'fais mes affaires,spotify:track:7gga4AEElumeu53PZPzLDh,64,0.251,0.522,0.481,0,0,0.143,-7.747,1,0.15,83.803,0.237
"KAROL G, Shakira",TQG,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,64,0.673,0.72,0.63,0,4,0.0936,-3.547,0,0.277,179.974,0.607
"Aya Nakamura, Damso",Dégaine (feat. Damso),spotify:track:5cqLFudVQryezmVFmmyRJN,64,0.181,0.618,0.698,0,10,0.154,-5.362,0,0.272,178.143,0.784
Werenoi,10.03.2023,spotify:track:2hfeuQkhID6cCWloWe6ugO,64,0.333,0.791,0.635,0,5,0.15,-6.202,0,0.266,119.989,0.569
Tayc,Room 69,spotify:track:3dl81ypaK6k0y0RCszBKS4,62,0.2,0.569,0.554,0,11,0.154,-6.731,0,0.106,123.927,0.623
"Werenoi, Ninho",Ciao,spotify:track:0ma3NlsPqinnkehSwvXtSd,62,0.129,0.679,0.646,0,2,0.323,-6.606,0,0.202,147.969,0.546
"Leto, Ninho",Macaroni (feat. Ninho),spotify:track:4Z9CNGHElj2rLkB8mQdvnA,62,0.272,0.592,0.492,0,9,0.0785,-8.462,1,0.169,128.067,0.384
Ziak,Galerie,spotify:track:2SSCtasL6H9ckzCJAlBcgW,62,0.219,0.841,0.609,1.17e-05,7,0.382,-6.845,1,0.347,141.086,0.611
Jason Derulo,Acapulco,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,62,0.051,0.774,0.792,0,10,0.155,-4.021,1,0.0523,122.062,0.507
Chris Brown,Under The Influence,spotify:track:5IgjP7X4th6nMNDh4akUHb,62,0.0635,0.733,0.69,1.18e-06,9,0.105,-5.529,0,0.0427,116.992,0.31
Orelsan,L'odeur de l'essence,spotify:track:4c3TC1eWvz6BgOqSlOAKdT,62,0.0667,0.635,0.758,0,1,0.298,-8.079,1,0.153,59.974,0.291
"SDM, Tiakola",Redescends,spotify:track:17iXucMQMB1Ph3sXU3ZOMi,62,0.0655,0.756,0.6,2.92e-05,10,0.139,-9.004,0,0.168,93.025,0.527
Stromae,L’enfer,spotify:track:1CsuHmKOfCYxPoO4xjlAWV,62,0.33,0.4,0.547,0,2,0.241,-8.381,0,0.177,177.595,0.606
Pop Smoke,Dior,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,60,0.212,0.548,0.805,0.000389,7,0.408,-5.732,1,0.351,142.094,0.648
Jul,Alors la zone,spotify:track:5SYovWMQq0vPKMg7kzYCVy,60,0.324,0.85,0.809,0,0,0.17,-5.857,0,0.135,124.982,0.708
"Gazo, Favé, Kerchak, Leto",NO LÈCHE,spotify:track:6D1HiF2e3Z0F8FwQ5uLxwn,60,0.0741,0.746,0.736,0.000483,0,0.124,-8.439,1,0.353,156.017,0.577
"Joé Dwèt Filé, Ronisia",Jolie madame (feat. Ronisia),spotify:track:6gblTHN7eKFPvm4XxnYhl8,60,0.276,0.756,0.563,1.02e-06,1,0.138,-6.44,1,0.0826,159.985,0.88
Orelsan,Shonen,spotify:track:3Z8gDycWX48tv06vVRMQtg,60,0.0919,0.76,0.647,0,9,0.122,-7.773,0,0.25,143.104,0.303
Duncan Laurence,Arcade,spotify:track:1J14CdDAvBTE1AJYUOwl6C,60,0.827,0.453,0.35,0.00122,9,0.144,-11.639,0,0.0425,72.017,0.279
Adele,Easy On Me,spotify:track:46IZ0fSY2mpAiktS3KOqds,60,0.578,0.604,0.366,0,5,0.133,-7.519,1,0.0282,141.981,0.13
"Werenoi, PLK",Escorte,spotify:track:4cj9dhfsdN71e2gBgCP8Ho,60,0.208,0.787,0.582,1.34e-05,8,0.146,-6.99,1,0.227,97.511,0.573
Stromae,Santé,spotify:track:3Mcxi78U3lCjt8DMKa6YY4,60,0.135,0.795,0.67,2.51e-05,0,0.0414,-6.415,1,0.332,137.92,0.844
Sofia Carson,Come Back Home,spotify:track:1I4dwH7C0jBAEtz5DjlJgQ,60,0.241,0.552,0.531,1.21e-05,7,0.122,-7.732,1,0.0421,144.946,0.438
"Serge Ibaka, Ninho",Champion,spotify:track:7moGDROshDKDpuQxtQ3q4m,60,0.282,0.556,0.639,0,9,0.0878,-6.652,0,0.0974,99.627,0.591
"Dua Lipa, DaBaby",Levitating (feat. DaBaby),spotify:track:5nujrmhLynf4yMoMtj8AQF,60,0.00883,0.702,0.825,0,6,0.0674,-3.787,0,0.0601,102.977,0.915
"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),spotify:track:4iJyoBOLtHqaGxP12qzhQI,60,0.321,0.677,0.696,0,0,0.42,-6.181,1,0.119,90.03,0.464
Djadja & Dinaz,Pas là,spotify:track:2gH0sY8ATBTt01imXPZJdH,60,0.622,0.786,0.643,5.71e-05,2,0.135,-5.42,0,0.0316,125.045,0.755
Werenoi,Laboratoire,spotify:track:24JrEVHDfohup0ypuOV7os,60,0.463,0.801,0.604,0.00378,5,0.111,-6.525,0,0.21,125.024,0.534
Clara Luciani,Respire encore,spotify:track:0n9eeQnvzmMcq0l4DeGWQH,60,0.306,0.626,0.769,1.73e-06,11,0.111,-6.167,0,0.05,115.981,0.579
Tayc,D O D O,spotify:track:4DhGbk8afMpvkU1f9Cqwyf,58,0.304,0.678,0.646,0.000405,5,0.154,-7.996,0,0.112,98.816,0.582
"ACRAZE, Cherish",Do It To It,spotify:track:20on25jryn53hWghthWWW3,58,0.0209,0.854,0.806,0.0542,11,0.0703,-8.262,0,0.0886,124.927,0.637
"Oliver Tree, Robin Schulz",Miss You - Bonus Track,spotify:track:73vIOb4Q7YN6HeJTbscRx5,58,0.0128,0.587,0.742,0.00107,6,0.146,-6.64,0,0.0529,145.007,0.199
Djadja & Dinaz,Capitaine,spotify:track:4f0ytSBF6dlKOIFQsfeemV,58,0.37,0.768,0.662,0,0,0.0844,-5.92,1,0.182,151.937,0.636
Maes,Galactic,spotify:track:6t5eToKchEStEhi3TiM2aD,58,0.32,0.778,0.695,0.00267,8,0.353,-7.323,0,0.0703,146.044,0.869
"Tiakola, Hamza",Atasanté (feat. Hamza),spotify:track:1oXn8nhl44cH6HXqGQnOgY,58,0.408,0.833,0.49,0,7,0.0887,-8.892,1,0.0877,130.007,0.665
"Travis Scott, HVME",Goosebumps - Remix,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,58,0.418,0.841,0.593,0,1,0.124,-7.846,1,0.0379,124.917,0.808
"Sadek, Ninho, SCH",Kimono (feat. SCH et Ninho),spotify:track:54rHJPDt8DUE2RtSg6Bsrf,58,0.0992,0.514,0.588,0,10,0.172,-8.259,0,0.322,117.419,0.401
Werenoi,Chemin d'or,spotify:track:3rkyVQEgaDR5nZvW10QOrQ,58,0.354,0.696,0.607,0,11,0.159,-6.72,0,0.152,91.452,0.392
Naps,En détente,spotify:track:5HerMpAegwiAAFOIXNCxED,58,0.336,0.926,0.662,3.06e-06,9,0.0754,-4.711,0,0.11,140.021,0.725
Oxlade,KU LO SA - A COLORS SHOW,spotify:track:2WigMwGJysIh9fRnSJvpjn,58,0.307,0.649,0.655,0,10,0.22,-5.534,0,0.0652,92.9,0.793
Mentissa,Et Bam,spotify:track:0cz7pnpGaZFpiyNxsAg4Lh,58,0.866,0.472,0.345,0,2,0.0962,-5.555,1,0.0331,81.254,0.319
"Zola, Damso",COEUR DE ICE (feat. Damso),spotify:track:6IGg7qsBvA5xbrwz3MNHWK,58,0.215,0.851,0.567,0,2,0.0998,-8.074,1,0.231,119.969,0.446
Orelsan,Athéna,spotify:track:4OTgPQji476VR0qarMgsgG,58,0.885,0.631,0.271,0.000198,0,0.134,-13.824,0,0.12,86.619,0.359
Tiakola,Si j'savais,spotify:track:1bgL66Umw2xitBzjQnRSMx,58,0.66,0.747,0.51,0,8,0.113,-9.563,1,0.352,129.064,0.759
Manu Chao,Me Gustas Tu,spotify:track:6b37xrsNCWYIUphFBazqD6,56,0.663,0.657,0.741,0.494,11,0.222,-6.822,0,0.0825,175.949,0.908
"Justin Wellington, Small Jam",Iko Iko (My Bestie),spotify:track:7MC4XR9M9amdmKQr2iDF7i,56,0.131,0.862,0.753,2.01e-06,5,0.077,-5.356,1,0.0625,105.039,0.827
Aden Foyer,The Ballet Girl,spotify:track:6EMR2TqTujy6ZW00ag7saG,56,0.0796,0.694,0.816,1.17e-06,1,0.103,-4.741,1,0.0293,118.036,0.601
Clara Luciani,Le reste,spotify:track:73oVDoxJHbqOIkZ0C9ir31,56,0.345,0.618,0.741,0,0,0.719,-6.299,1,0.0493,112.955,0.738
"Le classico organisé, Lacrim, Alonzo, Mister You, Jul, Niro, Kofs, Le Rat Luciano, UZI",Loi de la calle,spotify:track:26Yx4cFgDymA4ehuzx5jMy,56,0.514,0.718,0.797,0,0,0.194,-6.17,0,0.455,94.709,0.643
Måneskin,SUPERMODEL,spotify:track:63WuQOXohQIxOxIFA2K7bR,56,0.00164,0.636,0.876,0,7,0.117,-3.413,1,0.0555,120.983,0.799
Burna Boy,Last Last,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,56,0.131,0.795,0.565,0,3,0.0802,-4.457,0,0.0948,87.925,0.55
"Calema, Dj Youcef",Te Amo - DJ Youcef Remix,spotify:track:2gS8lDl64QTXdeIzWxLrJG,56,0.364,0.535,0.786,0,6,0.142,-5.544,0,0.147,94.818,0.685
Shouse,Love Tonight (Edit),spotify:track:6OufwUcCqo81guU2jAlDVP,56,0.00214,0.727,0.681,0.000307,5,0.0861,-7.114,0,0.0265,123.028,0.448
"24kGoldn, iann dior",Mood (feat. iann dior),spotify:track:4jPy3l0RUwlUI9T5XHBW2m,56,0.174,0.701,0.716,0,7,0.324,-3.671,0,0.0361,91.007,0.732
"DA Uzi, Gazo",On se reverra plus (feat. Gazo),spotify:track:0RlsG2tl1JE53HC2zbeGnU,56,0.383,0.663,0.715,0,0,0.104,-5.239,0,0.195,144.901,0.517
1da Banton,No Wahala,spotify:track:4vHy2IHzf3EabEa7oMpUZB,56,0.621,0.808,0.639,0.0281,11,0.231,-7.244,0,0.147,105.016,0.612
"Black Eyed Peas, Shakira, David Guetta",DON'T YOU WORRY,spotify:track:0YJW8OXw8G1xDfkzaID3vv,56,0.176,0.831,0.868,0,11,0.184,-5.282,1,0.0325,131.971,0.483
"Dadju, Ninho",Grand bain,spotify:track:0W4MOQ2kTOm1y7ooahgQP1,56,0.88,0.63,0.393,0,1,0.0894,-10.762,1,0.183,145.051,0.166
MHD,Afro Trap Part. 11 (King Kong),spotify:track:1ZSdPeVhNy8VuSiXM3pXhv,56,0.0662,0.89,0.744,0,11,0.0648,-8.145,0,0.365,123.935,0.636
Ninho,Arme de poing,spotify:track:2WYpG3Kv1xRTqMSNXVOpAN,56,0.445,0.696,0.776,0,10,0.191,-6.066,0,0.367,89.993,0.374
Slimane,Des milliers de je t'aime,spotify:track:1NwjfTd5fsvRFtYGERuKzA,56,0.738,0.545,0.552,0,6,0.0814,-6.049,0,0.064,134.8,0.276
"PEDRO SAMPAIO, Anitta, Dadju, Mc Pedrinho, Nicky Jam","DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix",spotify:track:5QQKWOwPjG9vcDBTQ5Hv5Q,56,0.156,0.763,0.669,0,9,0.0867,-4.402,0,0.0651,135.028,0.609
"GIMS, Vitaa",PRENDS MA MAIN,spotify:track:13nq31k6Xsde6AtEhcNQvX,56,0.324,0.835,0.551,1.61e-06,8,0.0695,-5.662,0,0.0378,100.996,0.697
"ROSALÍA, Rauw Alejandro",BESO,spotify:track:609E1JCInJncactoMmkDon,56,0.736,0.768,0.644,0.000837,5,0.173,-6.671,0,0.136,95.05,0.53
"Kendji Girac, Dadju",Dans mes bras,spotify:track:67uINkj49Zoh1fhIZvA4fk,56,0.289,0.515,0.542,0,3,0.0934,-6.638,1,0.0922,91.129,0.744
Adele,Oh My God,spotify:track:3Kkjo3cT83cw09VJyrLNwX,56,0.091,0.534,0.725,0,1,0.0264,-3.906,1,0.046,88.098,0.55
"Mig, Tiakola",Quand j'y repense,spotify:track:3BsYL1gVsiFpo0bM8oTbi0,56,0.614,0.609,0.692,0,4,0.147,-5.887,0,0.24,139.873,0.718
"P!nk, Willow Sage Hart",Cover Me In Sunshine,spotify:track:0UKUfxIkDAMZz7hMdiVX3m,56,0.0528,0.473,0.592,0,5,0.131,-6.859,1,0.138,159.7,0.292
"Reik, Rocco Hunt, Ana Mena",A Un Paso De La Luna - Remix,spotify:track:6EQR7Y5vVZFiPD0RUECIDv,56,0.0622,0.791,0.915,0,10,0.244,-2.48,1,0.0809,121.948,0.732
"Purple Disco Machine, Sophie and the Giants",In the Dark,spotify:track:75UUG6x5zQe0gCVOiQpa6X,54,0.0405,0.691,0.763,3.67e-05,6,0.0783,-5.628,0,0.0464,115.936,0.771
The Weeknd,Take My Breath - Single Version,spotify:track:6M3PsepEj5gyJoIi7Xvr7u,54,0.0106,0.747,0.739,2.22e-05,8,0.101,-6.008,1,0.0487,120.996,0.523
"Imanbek, BYOR",Belly Dancer,spotify:track:7fZBQnc0zXwVybgCIrQQil,54,0.0582,0.845,0.797,5.57e-06,1,0.167,-4.984,1,0.139,121.985,0.422
Dua Lipa,Love Again,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,54,0.00173,0.659,0.667,2.85e-05,11,0.1,-4.668,0,0.0339,115.982,0.468
Ninho,Aïcha,spotify:track:3u2NGFCIe5Ynxv8djbpVP8,54,0.324,0.843,0.622,2.87e-05,3,0.121,-6.565,0,0.136,98.079,0.442
Imagine Dragons,Sharks,spotify:track:7sA2SKTo1QbTSSYn5YvJC4,54,0.00791,0.927,0.642,3.62e-05,10,0.279,-4.466,0,0.0657,123.969,0.901
Zed,Joli,spotify:track:6mxO7QRuE82rqvlszrGdMi,54,0.49,0.751,0.57,0,0,0.0913,-8.163,0,0.141,136.048,0.76
Willy William,Trompeta,spotify:track:181AxLRTyYh9WUxEjmJt1Y,54,0.0152,0.64,0.863,0.088,7,0.301,-3.864,0,0.0321,128.042,0.36
"Aya Nakamura, SDM",Daddy,spotify:track:43eoqH9CIZqy7VXLnwwMnu,54,0.136,0.709,0.612,2.21e-05,2,0.127,-5.984,0,0.17,82.5,0.427
La Zarra,Évidemment,spotify:track:18ZX6YaDSOopXPRvfIh8DM,54,0.129,0.718,0.743,0,11,0.0778,-4.581,1,0.069,120.044,0.272
David Kushner,Daylight,spotify:track:1odExI7RdWc4BT515LTAwj,52,0.83,0.508,0.43,0.000441,2,0.093,-9.475,0,0.0335,130.09,0.324
"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),spotify:track:5zFglKYiknIxks8geR8rcL,52,0.0377,0.713,0.676,0,10,0.154,-5.483,1,0.027,99.048,0.721
Clara Luciani,Amour toujours,spotify:track:0Db6ejFxY0v2eIWVTNpf6J,52,0.179,0.711,0.768,3.1e-06,9,0.251,-6.154,0,0.0355,91.008,0.891
"David Guetta, Anne-Marie, Coi Leray",Baby Don't Hurt Me,spotify:track:3BKD1PwArikchz2Zrlp1qi,52,0.00126,0.602,0.91,0.000174,7,0.12,-3.404,1,0.0308,127.944,0.228
"Koba LaD, Maes, Zed",Coffre plein,spotify:track:70pkwEEG7nDTXBFqoGQkH0,52,0.093,0.758,0.56,0,6,0.104,-6.69,0,0.0639,149.893,0.606
