Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
"Pop Smoke, 50 Cent, Roddy Ricch",The Woo (feat. 50 Cent & Roddy Ricch),spotify:track:1H7KnK26kc1YyellpbINEn,7.0,0.0221,0.49,0.618,3.77e-06,1.0,0.259,-5.655,1.0,0.104,99.7,0.286,2020-07-03
"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),spotify:track:42VsgItocQwOQC3XWZ8JNA,7.0,0.0316,0.569,0.882,0.0,3.0,0.142,-2.777,0.0,0.06,148.038,0.201,2023-07-28
"Zedd, Katy Perry",365,spotify:track:2XWjPtKdi5sucFYtVav07d,7.0,0.339,0.745,0.693,0.0,2.0,0.123,-5.479,0.0,0.034,98.039,0.248,2019-02-14
BTS,Run BTS,spotify:track:69xohKu8C1fsflYAiSNbwM,7.0,0.0201,0.724,0.818,0.0,8.0,0.0358,-3.747,1.0,0.168,77.004,0.696,2022-06-10
Abo El Anwar,Mashy,spotify:track:2cf1IVbmPawDUuFi1qJPbb,7.0,0.751,0.801,0.491,0.000285,1.0,0.0924,-12.395,1.0,0.132,133.976,0.681,2020-09-22
"Hassan El Shafei, Bosy, Double Zuksh",Mesh Shayfenhom ( Coke Studio Egypt 2023 ),spotify:track:7a4fFS88i5CiAn3zCkfoGk,7.0,0.157,0.741,0.905,1.13e-06,7.0,0.189,-3.336,0.0,0.0442,124.008,0.668,2023-08-03
Abyusif,2otta,spotify:track:3QO2RONKXDtk5mBaQ91Uki,7.0,0.429,0.694,0.719,0.0,2.0,0.151,-5.916,1.0,0.0358,148.963,0.627,2021-02-14
Juice WRLD,Righteous,spotify:track:615vw74T1NebV8pKoutm2J,7.0,0.0417,0.706,0.625,0.0,0.0,0.129,-7.426,1.0,0.0314,142.948,0.225,2020-07-10
Ahmed El Dogary,جت الحكومه فتش فتش فتش,spotify:track:6xT8RMc5S88Rfs82YZwmXm,7.0,0.218,0.877,0.92,0.0,6.0,0.0757,-2.129,0.0,0.0576,129.985,0.875,2021-11-23
Imagine Dragons,Follow You,spotify:track:7FdUvDkaE24o3FPIWTvzv2,7.0,0.00209,0.542,0.732,7.92e-05,9.0,0.496,-5.956,1.0,0.0521,124.912,0.489,2021-03-12
