Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
"Skiibii, Davido",Baddest Boy - Remix,spotify:track:4lDghGd035xrzGp6Yec2j1,58,0.55,0.871,0.523,0.00462,1.0,0.161,-4.395,0.0,0.16,110.143,0.651,2022-01-21
Kizz Daniel,Lie,spotify:track:03DxO8kGNrEGr1VjPSdQs2,58,0.511,0.495,0.633,0.00337,6.0,0.0927,-6.675,1.0,0.294,201.726,0.738,2021-11-18
"Davido, Focalistic",Champion Sound,spotify:track:2mqNeI4vUehnhVwSkCrQnR,58,0.0325,0.861,0.475,0.322,1.0,0.0708,-11.952,0.0,0.0537,113.016,0.248,2023-03-30
Wande Coal,Come My Way,spotify:track:3PnkEOvEKu7s2qQJ5mHpNl,58,0.742,0.9,0.762,0.00246,2.0,0.0681,-5.035,1.0,0.0372,113.006,0.802,2021-10-27
"Reminisce, Bnxn, D Smoke",Hustle,spotify:track:4cL6ewTK0FjZKtbajym8zp,58,0.302,0.547,0.64,0.0,5.0,0.148,-2.765,0.0,0.45,194.299,0.512,2022-02-23
Asake,Joha,spotify:track:5UwxpuGHkwiojKDaPC5ZNu,57,0.0593,0.819,0.817,0.201,1.0,0.275,-8.221,0.0,0.0698,120.039,0.77,2022-09-07
Asake,Ototo,spotify:track:0CUJV0Hh512Ns7U2yGflqt,57,0.382,0.805,0.58,0.000361,0.0,0.403,-7.924,0.0,0.078,130.672,0.886,2022-09-07
Zinoleesky,Loving You,spotify:track:6othjWxN6khdhiLu9GdOtj,57,0.1,0.748,0.828,0.00044,1.0,0.0797,-3.591,1.0,0.189,80.037,0.584,2022-05-13
Asake,Organise,spotify:track:2wgvxtggKVzPkl0smF2UzI,57,0.0691,0.779,0.79,2.24e-05,9.0,0.506,-6.246,0.0,0.0612,113.064,0.484,2022-09-07
Asake,Dull,spotify:track:46gfN72BxmLvACx6Pve4XU,57,0.733,0.645,0.324,0.0014,7.0,0.547,-11.224,1.0,0.0302,115.002,0.414,2022-09-07
"Mayorkun, Victony",Holy Father,spotify:track:6PojTTCNlz3qo3qBKuUyaO,57,0.301,0.784,0.865,0.000324,11.0,0.11,-5.679,0.0,0.155,115.96,0.491,2021-10-29
Ajebo Hustlers,Loyalty,spotify:track:2oOr7XZmuqYTdmCnC5qQsC,56,0.0861,0.913,0.711,0.000164,6.0,0.14,-7.756,1.0,0.0435,112.036,0.625,2021-12-17
"Black Sherif, Burna Boy",Second Sermon - Remix,spotify:track:4DdaGKeVkjQbPHzpoHGafk,55,0.251,0.583,0.689,0.0,1.0,0.0791,-5.19,1.0,0.132,139.284,0.932,2022-10-05
"Bella Shmurda, Omah Lay",Philo,spotify:track:1YUrCnmAEQbdmTeucn3WCl,55,0.0523,0.888,0.576,0.0153,0.0,0.0979,-7.436,0.0,0.254,111.122,0.806,2022-10-26
"T.I BLAZE, Olamide",Sometimes - Remix,spotify:track:6rDbIKxHWteL6TnhLtj634,55,0.741,0.698,0.629,0.0,2.0,0.53,-7.53,0.0,0.264,108.115,0.642,2022-01-02
Burna Boy,Ye,spotify:track:3FskQrDXcY24ur2fCvz35O,54,0.0181,0.503,0.592,0.00014,5.0,0.169,-5.923,0.0,0.444,201.85,0.344,2018-01-26
Babyboy AV,Confession,spotify:track:4ucXeGcKKzubgHb932T6sl,54,0.565,0.801,0.537,0.0,4.0,0.0907,-7.104,0.0,0.131,108.035,0.909,2021-10-22
Oxlade,KU LO SA - A COLORS SHOW,spotify:track:2WigMwGJysIh9fRnSJvpjn,54,0.307,0.649,0.655,0.0,10.0,0.22,-5.534,0.0,0.0652,92.9,0.793,2022-06-10
"Victony, Tempoe",Soweto,spotify:track:3IQT2MM49GkXfHF9eemaw5,54,0.0289,0.747,0.665,0.000153,5.0,0.102,-7.073,0.0,0.0363,104.959,0.554,2022-05-06
"Olamide, Omah Lay",Infinity (feat. Omah Lay),spotify:track:5DS9LiyEdw2zY8bM6kjjgM,54,0.303,0.93,0.535,0.0201,7.0,0.146,-8.755,0.0,0.111,102.017,0.518,2020-10-07
Young Jonn,Xtra Cool,spotify:track:5F4OfeowSReF93KcH2eUcG,54,0.165,0.843,0.725,0.00357,6.0,0.0948,-7.282,0.0,0.0539,120.0,0.556,2022-09-23
Mohbad,Feel Good,spotify:track:0int0g8dikLn0uhd1b1iZu,54,0.109,0.855,0.841,0.00264,8.0,0.0893,-5.208,1.0,0.125,117.997,0.719,2021-07-16
Mohbad,Backside,spotify:track:4NG1th0egF9bbKOGUKvca7,54,0.134,0.804,0.706,0.000658,7.0,0.139,-6.953,1.0,0.133,123.036,0.569,2021-12-10
Ruth B.,Dandelions,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,53,0.0157,0.609,0.692,0.0,1.0,0.0864,-2.958,1.0,0.0259,116.959,0.454,2017-05-05
Rema,Soundgasm,spotify:track:2psl5iNJCrmmm2XtS7LZqb,53,0.119,0.805,0.525,0.00203,6.0,0.0779,-7.376,0.0,0.0638,100.033,0.693,2022-03-24
Burna Boy,On the Low,spotify:track:1PoJXULCvl03b1fiZmMxmd,52,0.692,0.816,0.781,0.00928,1.0,0.0835,-4.237,0.0,0.0425,99.95,0.937,2019-07-25
Ruger,Snapchat,spotify:track:10m1yYuud3w7bb43srjbWi,52,0.121,0.809,0.454,0.000177,1.0,0.218,-5.715,1.0,0.0429,94.033,0.309,2021-11-26
Mayorkun,Certified Loner (No Competition),spotify:track:6NKuW3yaNXtloGw1RB8WUi,52,0.0152,0.931,0.676,0.0,6.0,0.103,-7.492,0.0,0.0498,111.948,0.739,2022-06-17
Wizkid,Bad To Me,spotify:track:2HYcI74UpbMMxLZ1m7Xnfn,51,0.0609,0.859,0.811,0.0147,5.0,0.0955,-4.594,0.0,0.0473,110.05,0.916,2022-11-11
Omah Lay,woman,spotify:track:5v8Fxy6Zw8gOzi802lpDOt,51,0.386,0.831,0.601,0.116,2.0,0.104,-5.674,0.0,0.321,104.068,0.492,2022-07-14
CKay,emiliana,spotify:track:6bW7YnPQQffit1iwule5Vv,51,0.541,0.763,0.697,0.194,6.0,0.109,-5.735,1.0,0.0507,98.998,0.485,2022-09-23
Chris Brown,Under The Influence,spotify:track:5IgjP7X4th6nMNDh4akUHb,51,0.0635,0.733,0.69,1.18e-06,9.0,0.105,-5.529,0.0,0.0427,116.992,0.31,2019-10-04
Young Jonn,If You Leave,spotify:track:2eknBYpfzA4Mp5zWHMGac5,50,0.00389,0.856,0.85,0.002,6.0,0.115,-5.59,0.0,0.0549,118.969,0.515,2022-10-21
Joeboy,Sip (Alcohol),spotify:track:4s6x56uNiNCAA87yzqTz5G,50,0.404,0.804,0.615,0.0,10.0,0.0987,-7.033,0.0,0.137,100.058,0.816,2023-05-19
Ayra Starr,Bloody Samaritan,spotify:track:1OoPhcM78evXIxjmSzCnmf,50,0.036,0.796,0.719,0.0,8.0,0.0718,-7.018,0.0,0.138,105.027,0.242,2021-08-06
"Kizz Daniel, Tekno",Buga (Lo Lo Lo),spotify:track:36tVdsRWDbPBekxVYEWhph,48,0.296,0.92,0.716,0.00222,8.0,0.104,-7.104,1.0,0.105,115.991,0.961,2023-07-27
"Burna Boy, Victony",Different Size (feat. Victony),spotify:track:0s5nhb6ts6uCKAVnGg46y6,48,0.6,0.731,0.755,0.0134,6.0,0.191,-9.096,1.0,0.0359,107.973,0.838,2022-07-07
Burna Boy,Alone,spotify:track:0AoBY2Y3qs6dtGgOD6c91N,48,0.176,0.6,0.659,0.0,4.0,0.111,-7.264,0.0,0.0542,89.955,0.307,2022-11-11
Asake,Nzaza,spotify:track:0VjzaXw81JQJM61pzWwP8b,48,0.23,0.72,0.602,0.00472,0.0,0.509,-6.797,1.0,0.07,93.966,0.709,2022-09-07
Crayon,Ijo (Laba Laba),spotify:track:7tZMF9Hn5uGsfC7zGXbSKM,48,0.106,0.818,0.513,0.00105,8.0,0.0408,-11.382,0.0,0.0574,115.01,0.583,2022-07-06
"Kizz Daniel, The Cavemen.",Oshe (feat. The Cavemen.),spotify:track:4upQnh3K5k1xbVOr97fdG7,48,0.345,0.92,0.554,0.0,6.0,0.327,-5.553,1.0,0.136,107.997,0.845,2021-11-18
Kizz Daniel,Eh God (Barnabas),spotify:track:2Ydj7wgn4ZrFFQsfFBTTYJ,48,0.14,0.855,0.854,0.318,0.0,0.379,-5.708,0.0,0.0901,111.081,0.658,2021-11-18
Young Jonn,Dada,spotify:track:6SLhDU3r8FLmESRyWZypjT,47,0.479,0.509,0.784,2.88e-06,7.0,0.172,-7.281,0.0,0.231,138.965,0.269,2022-03-18
Ruger,Asiwaju,spotify:track:6z5y2kdxF4XrEVRFVqdGVL,47,0.582,0.867,0.584,4.91e-05,8.0,0.118,-5.06,1.0,0.082,100.034,0.737,2023-09-01
Ruger,Dior,spotify:track:6nLdg1lpE3dHLmNam1aoA6,47,0.164,0.75,0.539,0.0226,7.0,0.0633,-6.704,1.0,0.215,196.054,0.809,2021-11-26
Ruger,Red Flags,spotify:track:31jkD22MNUrpebszwU7ZFz,47,0.191,0.64,0.697,0.0,11.0,0.11,-6.853,0.0,0.233,99.097,0.647,2023-09-01
"ODUMODUBLVCK, Zlatan, ECko Miles",PICANTO,spotify:track:32R7SBDSQmhDM4qUgzTc6z,46,0.179,0.703,0.563,0.0,3.0,0.0895,-7.251,0.0,0.408,62.624,0.66,2022-11-21
Burna Boy,Common Person,spotify:track:6hyTI3In7vu6fqFRoypcuz,46,0.636,0.703,0.674,0.468,4.0,0.103,-7.185,1.0,0.079,97.021,0.592,2022-07-07
Kizz Daniel,Cough (Odo),spotify:track:3nT2nrfb3FMLg03W4mPaBl,46,0.169,0.882,0.686,0.216,5.0,0.0852,-6.5,0.0,0.0496,109.987,0.916,2023-07-27
Seyi Vibez,Chance (Na Ham),spotify:track:56iVI65i40FrCO5p382IrK,46,0.104,0.798,0.667,0.000935,7.0,0.0871,-8.7,1.0,0.124,109.059,0.501,2022-11-02
"Rexxie, Naira Marley, Skiibii",Abracadabra,spotify:track:4SLYrL4shv5XZMMbcoM7s2,45,0.0642,0.914,0.721,0.0352,2.0,0.0794,-6.966,1.0,0.0413,114.053,0.481,2023-03-09
"Camidoh, Mayorkun, Darkoo, King Promise",Sugarcane - Remix,spotify:track:3jWAkZ9nUbGzPDapyrAIw2,45,0.346,0.838,0.706,2.85e-05,8.0,0.113,-5.533,1.0,0.0444,100.979,0.633,2022-04-08
"Wizkid, Burna Boy",Ginger (feat. Burna Boy),spotify:track:51mLQ3w7yR7vjdSTFLWaY5,45,0.103,0.545,0.749,0.0,4.0,0.232,-6.621,0.0,0.153,100.503,0.681,2020-10-29
Omah Lay,bend you,spotify:track:4cukkgbgG9P9PKouQ462aV,45,0.0867,0.696,0.559,0.369,5.0,0.101,-5.839,0.0,0.13,193.967,0.316,2022-07-14
Bnxn,Traboski,spotify:track:2woGTVY8Vx46aYuXfMmwwE,45,0.364,0.798,0.556,8.31e-06,2.0,0.163,-8.985,0.0,0.0471,113.994,0.901,2022-11-24
"Ayra Starr, Lojay",Running,spotify:track:1tKsfYB65Kz74yk0HMCdcH,44,0.521,0.557,0.539,0.0,0.0,0.101,-9.587,1.0,0.0877,102.877,0.562,2022-10-21
Bnxn,Kilometer,spotify:track:6bZ9RWQGYr7XKQhxs9XT6a,44,0.35,0.888,0.853,0.0244,5.0,0.0739,-5.585,0.0,0.0575,118.992,0.628,2021-10-27
Harry Styles,As It Was,spotify:track:4Dvkj6JhhA12EX05fT7y2e,44,0.342,0.52,0.731,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,0.662,2022-05-20
Bnxn,Outside,spotify:track:7scINjDU13FTbCakH7bf2E,44,0.479,0.771,0.705,0.00314,6.0,0.115,-6.198,1.0,0.218,96.001,0.78,2021-05-19
"Burna Boy, Wizkid",B. D’OR (feat. Wizkid),spotify:track:3ketN3dth18vSJ1T3HIztN,43,0.00858,0.873,0.658,0.0061,4.0,0.0999,-8.031,0.0,0.108,104.033,0.483,2021-12-14
Ruger,Bounce,spotify:track:3ku51L937DfBoNcU9hmDQy,43,0.314,0.757,0.709,0.0,1.0,0.111,-5.961,0.0,0.0928,98.008,0.642,2021-03-12
"Vector, GoodGirl LA",Early Momo,spotify:track:30vg5dgv2jtW6LCjgLnRSd,43,0.0941,0.642,0.62,0.0,8.0,0.0938,-4.101,0.0,0.138,179.905,0.365,2022-11-11
Mohbad,Peace,spotify:track:0ESoMa1oGHddkMeNodec7u,43,0.334,0.873,0.74,0.0154,11.0,0.11,-5.195,1.0,0.283,121.073,0.749,2022-09-02
Ruger,WeWe,spotify:track:6vy5gmpM2yuLAhDRtGOtPw,42,0.372,0.719,0.584,0.0,6.0,0.139,-5.589,0.0,0.251,93.979,0.519,2022-06-17
"Tiwa Savage, Asake",Loaded,spotify:track:3J5IO8OLj05dRaZjHBHS8D,42,0.0898,0.752,0.71,0.0,9.0,0.135,-7.125,0.0,0.0643,114.061,0.616,2022-11-07
"Rema, Selena Gomez",Calm Down (with Selena Gomez),spotify:track:1s7oOCT8vauUh01PbJD6ps,41,0.429,0.799,0.802,0.00128,11.0,0.171,-5.196,1.0,0.0371,107.008,0.811,2023-04-27
"Burna Boy, Stormzy",Real Life (feat. Stormzy),spotify:track:3qvZW1bLvAsJIUhYcuvf4F,41,0.147,0.594,0.568,4.01e-05,0.0,0.339,-7.268,1.0,0.0701,132.348,0.407,2020-08-13
"Chris Brown, Wizkid",Call Me Every Day (feat. Wizkid),spotify:track:1B5I5yqLpVI5EosZS6bJFs,41,0.107,0.73,0.634,1.44e-05,4.0,0.0976,-7.191,0.0,0.181,171.874,0.798,2022-06-23
"Wizkid, Ayra Starr",2 Sugar (feat. Ayra Starr),spotify:track:1DA2ADZs6O28y2rmdmpekw,41,0.0498,0.914,0.643,0.0,6.0,0.0618,-3.862,0.0,0.134,105.033,0.764,2022-11-11
"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),spotify:track:3F5CgOj3wFlRv51JsHbxhe,41,0.000307,0.529,0.673,2.41e-06,0.0,0.093,-4.711,1.0,0.175,165.921,0.366,2022-06-17
Zinoleesky,Call of Duty,spotify:track:5q56SF85lKZBWF597tOcX2,41,0.161,0.893,0.84,1.57e-06,11.0,0.119,-4.608,0.0,0.171,116.05,0.812,2022-12-23
"Zinoleesky, Omah Lay",Last Time,spotify:track:14nSbMQqRo1BxshIjprVDO,40,0.0625,0.778,0.644,0.000115,0.0,0.117,-5.542,1.0,0.323,142.724,0.47,2022-12-23
"Iyanya, Bnxn",Sinner,spotify:track:1J12nWQKjodPf436e61Orp,40,0.648,0.796,0.641,7.58e-06,7.0,0.177,-6.38,0.0,0.132,93.025,0.965,2023-05-03
Yarden,Wetin,spotify:track:3yu5otkADG1ldufrPxABoo,40,0.554,0.544,0.583,0.000369,6.0,0.0906,-8.548,1.0,0.175,182.074,0.813,2022-11-17
Zinoleesky,Rocking,spotify:track:1uHBrLxqREA0hbNA8yc58K,40,0.00667,0.916,0.741,3.06e-06,10.0,0.246,-6.88,0.0,0.0836,114.018,0.892,2022-12-23
Justin Bieber,Ghost,spotify:track:6I3mqTwhRpn34SLVafSH7G,39,0.185,0.601,0.741,2.91e-05,2.0,0.415,-5.569,1.0,0.0478,153.96,0.441,2021-03-19
Zinoleesky,Personal,spotify:track:4iL7caaYvGopP9d6hdlMAi,39,0.452,0.736,0.542,0.0,2.0,0.101,-7.362,0.0,0.215,109.956,0.766,2022-12-23
ODUMODUBLVCK,Dog Eat Dog,spotify:track:4XYpWMW1ec7GJW2Eq8UA9k,39,0.0147,0.853,0.63,0.06,7.0,0.11,-5.732,1.0,0.169,94.993,0.226,2022-05-25
Asake,Sungba,spotify:track:3KO1322zrWwGa8TWQDBFvg,39,0.00792,0.861,0.656,0.0,7.0,0.0707,-7.386,1.0,0.154,111.965,0.785,2022-02-16
"Bnxn, Wande Coal",Kenkele,spotify:track:0mb1o4mFhrcPHivtlVNCGD,39,0.0982,0.638,0.724,4.55e-05,8.0,0.0706,-5.616,0.0,0.193,67.755,0.744,2022-08-24
"Blaqbonez, JAE5",BACK IN UNI,spotify:track:69wfr7vTgYSqSC3zO63uZ2,38,0.49,0.844,0.556,0.0,6.0,0.175,-5.531,1.0,0.301,105.034,0.65,2022-10-28
