country,avg_TimesRepeated,avg_acousticness,avg_danceability,avg_energy,avg_instrumentalness,avg_key,avg_liveness,avg_loudness,avg_mode,avg_speechness,avg_tempo,avg_valence,avg_year,continent
uae,245.5,0.4793399959802628,0.6266000002622605,0.5388000011444092,9.110000064538326E-7,4.4,0.0993399977684021,-5.706800031661987,0.5,0.06324000116437674,109.8400993347168,0.5368999995291233,2017.9,asia
