Artist,TrackName,TrackId,TimesRepeated,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,release_date
YOASOBI,群青,spotify:track:1zd35Y44Blc1CwwVbW3Qnk,162.0,0.305,0.725,0.853,0.0,10.0,0.115,-3.193,1.0,0.0516,134.991,0.707,2021-01-06
Sukima Switch,全力少年,spotify:track:3Ztjw8utVpcrzms1RrsJvR,161.0,0.25,0.639,0.79,0.0,2.0,0.299,-4.156,1.0,0.0263,133.948,0.733,2005-07-20
Shota Shimizu,花束のかわりにメロディーを,spotify:track:2028QNsVTmp5IF7UK4ZnaE,160.0,0.0784,0.42,0.483,1.05e-05,8.0,0.276,-5.345,1.0,0.0291,129.808,0.277,2016-03-30
HIRAIDAI,"Stand by me, Stand by you.",spotify:track:7DyS11kB1YNrfDzQqtjmTh,159.0,0.0879,0.66,0.576,0.0,3.0,0.0599,-5.627,1.0,0.0363,80.978,0.561,2021-02-10
Takaya Kawasaki,魔法の絨毯,spotify:track:3PK5ERLCyMuQ5Cb89GbZVL,158.0,0.776,0.622,0.309,0.0,10.0,0.122,-6.291,0.0,0.0481,73.897,0.571,2018-03-14
Motohiro Hata,ひまわりの約束,spotify:track:45jGOHwYKgsRYbAJ8DR61d,156.0,0.188,0.523,0.445,0.0,10.0,0.18,-6.359,1.0,0.0329,78.957,0.336,2015-12-16
back number,HAPPY BIRTHDAY,spotify:track:4FMz2RFrbDGzJO7K4D0vS3,156.0,0.0702,0.482,0.602,0.0,11.0,0.0677,-4.365,1.0,0.0303,145.988,0.535,2019-03-27
Aimer,カタオモイ,spotify:track:2HovXsvcdJur52BOcYGydz,156.0,0.78,0.621,0.533,0.0,1.0,0.333,-5.974,1.0,0.0342,96.981,0.791,2016-09-21
Vaundy,Tokyo Flash,spotify:track:3vXdK7DCzJyp1MIh10TJFS,155.0,0.00255,0.628,0.634,7.24e-06,2.0,0.0456,-5.508,1.0,0.0322,97.99,0.606,2020-05-27
Yuuri,ドライフラワー,spotify:track:4kPlQKwtPrnqLgrmmKFSlA,153.0,0.495,0.463,0.603,0.0,7.0,0.167,-5.464,1.0,0.0276,148.089,0.477,2022-01-12
Kenshi Yonezu,感電,spotify:track:6H0PLsSYMzDOqhLgyOlzIj,151.0,0.107,0.633,0.723,0.0,8.0,0.0818,-5.733,0.0,0.143,103.101,0.688,2020-08-05
